,Unnamed: 0,season,episode_number,episode_title,author,quote
33371,40786,7,17,The Cheap Wedding Dress,Joey,Okay. Can I borrow 94 dollars?
25419,31406,6,6,On The Last Night,Chandler,(entering) Hey.
47222,57587,10,9,The Birth Mother,Joey,(to the torte) Stop staring at me!
15814,20296,4,10,The Girl From Poughkeepsie,Rachel,"Ohh, I like swimmers bodies!"
32728,39995,7,15,Joey`s New Brain,Joey,Nice.
9767,12746,3,5,Frank Jr.,Chandler,"Oh, good job Joe."
46295,56468,10,6,Ross`s Grant,Rachel,Mmh-mmh!
17359,22201,4,17,The Free Porn,Phoebe,"No! Think about it, its a taxi that people take when they need to relax, its"
18855,23936,5,1,Ross Says Rachel,Ross,"No! For all I know, shes trying to find me but couldnt because I kept moving around. No, from now on, Im staying in one place. (He sits down on the bed.) Right here."
17814,22774,4,20,The Wedding Dresses,Chandler,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!
18616,23654,4,23,Ross`s Wedding,Joey,"Oh, I embarrass you?"
18867,23948,5,1,Ross Says Rachel,Ross,Em-Emily? (Looking around for her.) Em-Emily? (He runs to the door.) Emily! (He opens the door to reveal the Walthams standing outside.)
19065,24165,5,2,All The Kissing,Joey,(Jumping out of his way) See ya!! (To the girls.) What the hell was that?!
8692,11483,2,24,Barry And Mindy`s Wedding,Phoebe,"Oh, yeah! Okay! Great! Go, man, go put on your shoes, and, and march out there and meet her! (Chandler runs and picks up his shoes) Oh, wait, no, no you have to take a shower, `cause, eww. (Chandler runs to the bathroom, as the computer bing-bongs) No, you know what you have to answer her, answer her first. (Chandler runs to the computer) No, no, you know what make some coffee `cause its too much. (Chandler walks slowly into the kitchen)"
19311,24447,5,3,Hundredth,Monica,(entering with Chandler) Hey!
41558,50601,9,7,Ross`s Inappropriate Song,Rachel,"Ssshyeah, well, duh! I mean..."
9863,12860,3,6,The Flashback,Chandler,Just coffee! Where are we gonna hang out now?
45172,55073,10,1,Joey and Rachel Kiss,Ross,Is everything okay?
4175,5437,1,22,The Ick Factor,Rachel,"What, so I can`t lokk nice? There might be doctors there."
2110,2616,1,11,Mrs. Bing,Phoebe,(Walks up with her guitar) Hey Rach.
47390,57775,10,10,Chandler Gets Caught,Phoebe,"You guys, you know what I just realized? `Joker` is `poker` with a `J.` Coincidence?"
34029,41541,7,20,Rachel`s Big Kiss,Rachel,we went back the house and we got really silly and wewe made out.
32307,39454,7,13,Rosita Dies,Phoebe,"Well okay, its already February and Ive only given two massages and they were both the worst tippers in the world!"
23841,29688,5,23,In Vegas,Phoebe,I wonder where she is. That is so weird.
20405,25756,5,8,The Thanksgiving Flashbacks,Chandler,I can`t believe this.
16480,21085,4,13,Rachel`s Crush,Monica,"All right then, when Im done with this place, its gonna be ten times better than that place!"
15808,20290,4,10,The Girl From Poughkeepsie,Rachel,"So, will I like any of these guys?"
4009,5234,1,22,The Ick Factor,Phoebe,"Oh. Uh, I`m on. (picks up the phone)"
40264,49057,9,1,No One Proposes,Rachel,"Of course! Oh Joey, this ring Iits beautiful I love it!"
13169,16935,3,21,The Chick And The Duck,Ross,"Oh, it was, nah, well...."
32568,39804,7,14,They All Turn Thirty,Phoebe,Yeah. What?!
17020,21771,4,16,The Fake Party,Ross,Bye. (They kiss.)
19586,24790,5,5,The Kips,Chandler,I`m not in charge of where the conference is held. Do you want people to think it`s a fake conference? It`s a real conference.
40928,49805,9,4,The Sharks,Phoebe,uh huh (terns to Ross) how do I look (all her make up has gone everywhere)
1563,1925,1,8,Nana Dies Twice,Monica,That sounds like Nana.
35178,42999,8,1,`I Do`,Phoebe,Calm down. Maybe youre not pregnant.
37228,45468,8,10,Monica`s Boots,Joey,(to Rachel) Bub!!! (Points at her and quiets Rachel.) (To Dina) I cant believe this! Youre the good one! You went to college! Both years! Who did this to you?!
39686,48335,8,22,Rachel Is Late,Ross,Hey.
1876,2309,1,10,The Monkey,Ross,"Okay, so I`m gonna be the only one standing there alone when the ball drops?"
28198,34647,6,19,Joey`s Fridge,Monica,Hey! How did it go with Elizabeth?
6716,9083,2,14,The Prom Video,Rachel,[comes up from behind the bar and startles Chandler] Hey. I`ve got something that`s gonna make you happy. Guess what Gunther found? [holds up Chandler`s bracelet]
28671,35214,6,21,Ross Meets Elizabeth`s Dad,Joey,"Apparently, theres like a million guys out there that can play Mac, and theres only this one robot and this one guy who controls it! I didnt know he could get me fired! What am I going to do?"
24243,30143,6,1,Vegas,Monica,"Im sick of the signs! Its too fast, Im happy the way things are!"
19314,24450,5,3,Hundredth,Phoebe,"Okay, doctor says any minute now."
29501,36270,6,24,"The Proposal, Part I & II",Monica,Hi.
21416,26899,5,13,Joey`s Bag,Chandler,"Oh, it would be you! You! Monica! And you`d get all the votes!"
36048,43973,8,5,Rachel`s Date,Ross,"Oh ah, I think you know where I want to go."
16713,21366,4,14,Joey`s Dirty Day,Monica,A couple of days.
30005,36828,7,2,Rachel`s Book,Ross,(incredulous) I gave him an extremely professional massage!
39319,47907,8,20,The Baby Shower,Phoebe,"(To Monica) Wrap it up, wrap it up, wrap it up"
2120,2626,1,11,Mrs. Bing,Joey,"(To Ross, on the couch) Now, here`s a picture of my mother and father on their wedding day. Now you tell me she`s not a knockout."
20952,26374,5,11,All The Resulutions,Ross,"Listen, I`m in Elizabeth`s bathroom"
9280,12148,3,3,The Jam,Phoebe,"Okay, first I`m not crazy. And second, say it don`t spray it. Anyway his name is Malcom, and he wasn`t following me, I mean he was, but `cause he thought I was Ursula, ick. And, that`s why, that`s why he couldn`t just come up and talk to me. `Cause of the restraining order."
2012,2501,1,11,Mrs. Bing,Chandler,Please God don`t let it be Kung Pow Chicken.
3280,4361,1,18,All The Poker,Ross,"Well, that just leaves the big Green poker machine, who owes fifteen..."
12337,15845,3,17,The Ski Trip,Joey,(pause) What?
27649,34008,6,17,Unagi,Ross,"Well isnt there something you can do to earn a little extra money? I mean, cant-cant you pick up, I dont know, an extra shift here?"
1869,2302,1,10,The Monkey,Ross,"Okay, so on our no-date evening, three of you now have dates."
44907,54747,9,23,In Barbados,Ross,... and while there are certainly vast differences between these Mesozoic fossiles and the example of Homo erectus...
9235,12101,3,3,The Jam,Ross,It`s an empty apartment.
32102,39221,7,12,They`re Up All Night,Ross,Huh?
31595,38624,7,9,All The Candy,Phoebe,"Well, I would love to butthe bike got stolen and the police have no suspects. (Ross just happens to have his hand on a sheet that is covering something that suspiciously looks like a bike.)"
21228,26680,5,12,Chandler`s Work Laugh,Monica,"Y`know when I said to you earlier that I was at work umm, I`m at my new work."
31765,38831,7,10,The Huliday Armadillo,Phoebe,"Oh, anyway, they say, if we want, we can see it tonight."
6227,8421,2,11,The Lesbian Wedding,Monica,"Joey, speed it up!"
28620,35146,6,21,Ross Meets Elizabeth`s Dad,Chandler,Why would the baby creep me out?
1849,2274,1,10,The Monkey,Chandler,"Y`know, if you`re gonna work late, I could look in on him for you."
7853,10429,2,20,uld Yeller Dies,Ross,"Well for starters, you may want to light it and lose the spatula."
46916,57233,10,8,The Late Thanksgiving,Chandler,(relieved) Oh thank God!
20916,26335,5,11,All The Resulutions,Monica,It`s my New Year`s resolution!
14097,18189,4,1,The Jellyfish,Chandler,And then Joey remembered something.
5539,7108,2,6,The Baby On The Bus,Ross,Kiwi? Kiwi? I thought it was a key lime pie.
23864,29714,5,23,In Vegas,Ross,Rach! Wait! The men`s room is that way. (Points in the other direction. Rachel hits him with her purse and heads for the ladies room.)
44769,54554,9,23,In Barbados,Rachel,It`s not the time Charlie.
25669,31678,6,8,Ross`s Teeth,Joey,(Looking around the room.) It is???
4171,5433,1,22,The Ick Factor,Ross,"Monica, let`s go. Come on now people, woman in labor."
47989,58496,10,12,Phoebe`s Wedding,Monica,(thinking) AFFIRMATIVE!
30643,37535,7,5,The Engagement Picture,Phoebe,Watching ballroom dancing?
14061,18144,4,1,The Jellyfish,Ross,(finding the part) (looks up in disgust) It so does not!!!
10458,13565,3,9,The Football,Ross,Here you go. (throws her the ball)
24983,30942,6,5,Joey`s Porsche,Ross,"Phoebe, I told her you already knew."
18913,24005,5,1,Ross Says Rachel,Monica,That counts!
7882,10458,2,20,uld Yeller Dies,Ross,"It`s alright, it`s no big deal."
18344,23358,4,22,The Worst Best Man Ever,Chandler,"He just said, `No strippers.`"
21881,27430,5,15,The Girl Who Hits Joey,Monica,(raising her hand) I`m Monica.
34211,41734,7,21,The Vows,Chandler,Hey Joe!
41769,50945,9,8,Rachel`s Other Sister,Chandler,"You know, guys I got to say. This means so much to me. That you would trust me with your child. I mean, we all know that Monica and I have been trying to have a baby of our own. You know I`ve had my doubts about my skills as a father, but that you two.. that you two.... <starts to cry>"
10474,13583,3,9,The Football,Chandler,Wow! Just like in the pros.
48899,59600,10,16,Rachel`s Going Away Party,Chandler,Pheebs!
8449,11159,2,23,The Chicken Pox,Phoebe,"Well, no no, you have to stay back. I, I have the pox."
3962,5186,1,22,The Ick Factor,Ross,"Why, why, why would you dream that?"
19358,24535,5,3,Hundredth,Monica,(interrupting) Know when to stop.
6414,8704,2,12,The Superbowl,Joey,"Woah, dude, burn."
49439,60219,10,17,"The Last One, Part I & II",Rachel,Yeah?
162,186,1,1,Monica Gets A Roommate,Chandler,"All right, kids, I gotta get to work. If I don`t input those numbers,... it doesn`t make much of a difference..."
34877,42536,7,23,Chandler And Monica`s Wedding,Rachel,"Ugh! Joey, I have to go."
35514,43393,8,2,The Red Sweater,Ross,"Yeah. SheWell, shes one crazy lady?"
17650,22585,4,19,All The Haste,Joey,"Oh-no, dont try and talk all normal with that thing in your ear."
42604,51972,9,14,The Blind Dates,Monica,"Sure, we`ll do that. What are you up to?"
4669,6079,2,1,Ross`s New Girlfriend,Monica,"(to Phoebe) Please, just a little bit off the back."
22308,27931,5,17,Rachel`s Inadvertant Kiss,Monica,Wasn`t it a lot more exciting when we were y`know all over each other all the time?
39427,48025,8,21,The Cooking Class,Chandler,What about it?
43398,52902,9,17,The Memorial Service,Phoebe,What?
27845,34228,6,18,Ross Dates A Student,Rachel,Who wrote it?
15025,19344,4,6,The Dirty Girl,Ross,Yeah.
21412,26895,5,13,Joey`s Bag,Chandler,"Okay, you give the worst massages in the world."
347,407,1,2,The Sonogram At The End,Ross,"(pulls his hand away) Okay! Okay. (To his parents) Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here`s the deal. Carol`s a lesbian. She`s living with a woman named Susan. She`s pregnant with my child, and she and Susan are going to raise the baby."
30399,37240,7,4,Rachel`s Assistant,Joey,Hey Terry!
8013,10631,2,21,The Bullies,Phoebe,"Ok, right there. That, that`s the third sign today. Right there."
43471,53000,9,18,The Lottery,Chandler,(looking around at the others)I`ll ask. (To Ross) Boohaki?
10496,13605,3,9,The Football,Ross,"Yeah, losers talk!"
24281,30181,6,1,Vegas,Rachel,Pheebs?
8315,11003,2,22,The Two Parties,Chandler,"Look, are you gonna be ok?"
36255,44231,8,5,Rachel`s Date,Ross,Wow! Uhhow are you?
6059,8066,2,10,Russ,Joey,"Oh yeah, yeah, she`s great, but... I kinda got the feeling that she was sort of... coming on to me. And I definitely would get the part if I would`ve... you know... if I would have sent the Little General in."
45840,55886,10,4,The Cake,Ross,"Ah, and where is Joey?"
9498,12409,3,4,The Metaphorical Tunnel,Monica,"Well, no, not at all, you`re not terminal, you just, you just need some damage control."
26986,33239,6,14,Chandler Can`t Cry,Rachel,"Oh no! No! No-no-no-no! No, I mean come on thats-thats crazyI mean thats crazy. So whats-whats going on with you? What is going on with you?"
23677,29519,5,23,In Vegas,Ross,Yeah? All right I`ll call the airlines. (Picks up the phone and does so)
33354,40769,7,17,The Cheap Wedding Dress,Ross,Well obviously only one of us can keep dating her.
39759,48408,8,22,Rachel Is Late,Rachel,Oh no. No-no! I think my water just broke.
43028,52485,9,16,The Boob Job,Phoebe,Why don`t you turn them inside ou...
37960,46308,8,13,Chandler Takes A Bath,Monica,Im not touching you.
32088,39201,7,11,All The Cheesecakes,Monica,Oh wait I forgot my wrap.
4567,5959,1,24,Rachel Finds Out,Ross,"Well, start looking."
25066,31039,6,5,Joey`s Porsche,Chandler,"(entering) Check it out! Check it out! When the babies wake up, they can meet Krog! (He holds up this Xena-like warrior action figure.)"
9572,12494,3,4,The Metaphorical Tunnel,Chandler,(on phone) I love you too.
22142,27731,5,17,Rachel`s Inadvertant Kiss,Rachel,Wh-what?!
34781,42423,7,23,Chandler And Monica`s Wedding,Ross,"Well, cant you at least stall her a little? Ill-Ill go back to some of the places I went last night."
31377,38377,7,8,Chandler Doesn`t Like Dogs,Chandler,Why not?
41341,50318,9,6,The Male Nanny,Monica,Continue...
13417,17271,3,23,Ross`s Thing,Chandler,"Well, y`know if Joey and I played with matches we could get you up to an even hundred."
44180,53811,9,20,The Soap Opera Party,Monica,And I can`t stop you.
11555,14924,3,14,Phoebe`s Ex-Partner,Monica,"Well, what did you do?"
20178,25442,5,7,Ross Moves In,Joey,He knew we were trying to get rid of him. He knew! (Pause.) You think we could get a bathtub in our kitchen?
15104,19445,4,7,Chandler Crosses The Line,Ross,"Y`know if we ever go to war and youre captured, youre in for a big surprise."
34087,41604,7,20,Rachel`s Big Kiss,Rachel,"What?! Wait a minute! No wait a minute! (She does so.) Okay? Look, that night was the one wild thing I have ever done in my entire life, and Im not gonna let you take that away from me! Okay, so if you dont remember that, maybe you will remember this! (She grabs Melissa and kisses her on the lips.)"
48947,59649,10,16,Rachel`s Going Away Party,Phoebe,Tell me about it.
47920,58416,10,12,Phoebe`s Wedding,Joey,(to Mike) Hello Michael.
31460,38470,7,9,All The Candy,Rachel,"Come on, its not a big deal! We stayed up all night coming up with a plan so that us dating will not be a problem."
34469,42003,7,22,Chandler`s Dad,Rachel,Really? You think so?
16656,21304,4,14,Joey`s Dirty Day,Rachel,Im Rachel Green.
49187,59932,10,17,"The Last One, Part I & II",Phoebe,"Uh, Joe?"
15322,19693,4,8,Chandler In A Box,Rachel,"Oh wow, eight hours? So you could probably really use one of those plug-in telephone headsets huh?"
31928,39008,7,11,All The Cheesecakes,Monica,Limited seating?! (Screechingly) I am just one tiny person!
44497,54200,9,22,The Donor,Phoebe,"(picks up a dress) Hey Rach, will you come with me to a dressing room?"
24788,30715,6,4,Joey Loses His Insurance,Rachel,What?!!
20949,26371,5,11,All The Resulutions,Joey,"Uhh, Chandler`s not here."
45725,55756,10,3,Ross`s Tan,Phoebe,"Oh! Well, what kind of emergency that gets us both out of here?"
48794,59489,10,16,Rachel`s Going Away Party,Monica,"Oh, I know. I know. Hey, you know, you can take it if you want! The lease is still in Nana`s name."
36531,44610,8,7,The Stain,Monica,"Oh well umm, I make it myself! Its two parts ammonia and one part lemon juice. And now the secret ingredient isyknow what? We just met."
32409,39602,7,13,Rosita Dies,Ross,Dad?
48502,59125,10,14,Princess Consuela,Rachel,(very excited) Oh my God!
49157,59897,10,17,"The Last One, Part I & II",Joey,"Hey, you know what might help?"
3972,5196,1,22,The Ick Factor,Rachel,Get off.
21057,26485,5,12,Chandler`s Work Laugh,Chandler,Did they teach you that in your anger management class?
40442,49251,9,2,Emma Cries,Ross,Rachel said shed marry you?!
22997,28739,5,20,The Ride Along,Ross,"(stares at her briefly) Okay, why are you here?"
11428,14738,3,13,Monica And Richard Are Just Friends,Monica,"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?"
32919,40243,7,15,Joey`s New Brain,Ross,So?
